zoneName,blockType,blockName,lotName,parcel_id,analysis_category,feature_count,area_sqm
성남판교지구 택지개발사업,도시지원시설용지,지원,지원,지원,제1판교테크노밸리 후보: 도시지원시설용지,75,433241.41618483356
