area_name,parcel_id,pnu,jibun,parcel_area_sqm,join_status,estimated_status,note
wirye_plan_area,4113110800104990235,4113110800104990235,499-235대,114.57831384346036,not_joined_to_building_register,미건축/공지 추정,건축물대장 조인 실패와 실제 미건축 필지가 혼재될 수 있음
wirye_plan_area,4113110800104990234,4113110800104990234,499-234구,108.18513709310434,not_joined_to_building_register,미건축/공지 추정,건축물대장 조인 실패와 실제 미건축 필지가 혼재될 수 있음
wirye_plan_area,4113110800104990233,4113110800104990233,499-233구,78.04945700992921,not_joined_to_building_register,미건축/공지 추정,건축물대장 조인 실패와 실제 미건축 필지가 혼재될 수 있음
wirye_plan_area,4113110800104990229,4113110800104990229,499-229전,2466.6834891505086,not_joined_to_building_register,미건축/공지 추정,건축물대장 조인 실패와 실제 미건축 필지가 혼재될 수 있음
wirye_plan_area,4113110800104990227,4113110800104990227,499-227주,838.4099893020634,not_joined_to_building_register,미건축/공지 추정,건축물대장 조인 실패와 실제 미건축 필지가 혼재될 수 있음
wirye_plan_area,4113110800104990226,4113110800104990226,499-226구,12.679907205410647,not_joined_to_building_register,미건축/공지 추정,건축물대장 조인 실패와 실제 미건축 필지가 혼재될 수 있음
wirye_plan_area,4113110800104990225,4113110800104990225,499-225전,327.008014244214,not_joined_to_building_register,미건축/공지 추정,건축물대장 조인 실패와 실제 미건축 필지가 혼재될 수 있음
wirye_plan_area,4113110800104990223,4113110800104990223,499-223도,25.606530429844206,not_joined_to_building_register,미건축/공지 추정,건축물대장 조인 실패와 실제 미건축 필지가 혼재될 수 있음
wirye_plan_area,4113110800104990222,4113110800104990222,499-222주,661.6718486147848,not_joined_to_building_register,미건축/공지 추정,건축물대장 조인 실패와 실제 미건축 필지가 혼재될 수 있음
wirye_plan_area,4113110800104990221,4113110800104990221,499-221차,201.80351621658326,not_joined_to_building_register,미건축/공지 추정,건축물대장 조인 실패와 실제 미건축 필지가 혼재될 수 있음
wirye_plan_area,4113110800104990220,4113110800104990220,499-220차,202.03490892580004,not_joined_to_building_register,미건축/공지 추정,건축물대장 조인 실패와 실제 미건축 필지가 혼재될 수 있음
wirye_plan_area,4113110800104990216,4113110800104990216,499-216구,28.84520295175395,not_joined_to_building_register,미건축/공지 추정,건축물대장 조인 실패와 실제 미건축 필지가 혼재될 수 있음
wirye_plan_area,4113110800104990215,4113110800104990215,499-215구,7.749515945956313,not_joined_to_building_register,미건축/공지 추정,건축물대장 조인 실패와 실제 미건축 필지가 혼재될 수 있음
wirye_plan_area,4113110800104990214,4113110800104990214,499-214전,583.7818054531791,not_joined_to_building_register,미건축/공지 추정,건축물대장 조인 실패와 실제 미건축 필지가 혼재될 수 있음
wirye_plan_area,4113110800104990181,4113110800104990181,499-181답,40.45451464940627,not_joined_to_building_register,미건축/공지 추정,건축물대장 조인 실패와 실제 미건축 필지가 혼재될 수 있음
wirye_plan_area,4113110800104990180,4113110800104990180,499-180답,82.00260522020226,not_joined_to_building_register,미건축/공지 추정,건축물대장 조인 실패와 실제 미건축 필지가 혼재될 수 있음
wirye_plan_area,4113110800104990179,4113110800104990179,499-179도,65.42919429286603,not_joined_to_building_register,미건축/공지 추정,건축물대장 조인 실패와 실제 미건축 필지가 혼재될 수 있음
wirye_plan_area,4113110800104990178,4113110800104990178,499-178답,325.63751773182605,not_joined_to_building_register,미건축/공지 추정,건축물대장 조인 실패와 실제 미건축 필지가 혼재될 수 있음
wirye_plan_area,4113110800104990177,4113110800104990177,499-177답,553.8970803520901,not_joined_to_building_register,미건축/공지 추정,건축물대장 조인 실패와 실제 미건축 필지가 혼재될 수 있음
